subject,language,movement,number,trial
eng_24_P18,english,inwards,1,1
eng_24_P18,english,outwards,30,2
eng_24_P18,english,inwards,21,3
eng_24_P18,english,outwards,22,4
eng_24_P18,english,inwards,4,5
eng_24_P18,english,outwards,5,6
eng_24_P18,english,inwards,8,7
eng_24_P18,english,outwards,12,8
eng_24_P18,english,inwards,17,9
eng_24_P18,english,outwards,19,10
eng_24_P18,english,inwards,30,11
eng_24_P18,english,outwards,22,12
eng_24_P18,english,inwards,6,13
eng_24_P18,english,outwards,2,14
eng_24_P18,english,inwards,1,15
eng_24_P18,english,outwards,29,16
eng_24_P18,english,inwards,13,17
eng_24_P18,english,outwards,21,18
eng_24_P18,english,inwards,24,19
eng_24_P18,english,outwards,17,20
eng_24_P18,english,inwards,11,21
eng_24_P18,english,outwards,9,22
eng_24_P18,english,inwards,3,23
eng_24_P18,english,outwards,1,24
eng_24_P18,english,inwards,18,25
eng_24_P18,english,outwards,30,26
eng_24_P18,english,inwards,21,27
eng_24_P18,english,outwards,10,28
eng_24_P18,english,inwards,20,29
eng_24_P18,english,outwards,5,30
eng_24_P18,english,inwards,15,31
eng_24_P18,english,outwards,7,32
eng_24_P18,english,inwards,8,33
eng_24_P18,english,outwards,23,34
eng_24_P18,english,inwards,24,35
eng_24_P18,english,outwards,16,36
eng_24_P18,english,inwards,5,37
eng_24_P18,english,outwards,4,38
eng_24_P18,english,inwards,14,39
eng_24_P18,english,outwards,19,40
eng_24_P18,english,inwards,29,41
eng_24_P18,english,outwards,27,42
eng_24_P18,english,inwards,21,43
eng_24_P18,english,outwards,11,44
eng_24_P18,english,inwards,13,45
eng_24_P18,english,outwards,12,46
eng_24_P18,english,inwards,2,47
eng_24_P18,english,outwards,1,48
eng_24_P18,english,inwards,30,49
eng_24_P18,english,outwards,12,50
eng_24_P18,english,inwards,17,51
eng_24_P18,english,outwards,25,52
eng_24_P18,english,inwards,28,53
eng_24_P18,english,outwards,3,54
eng_24_P18,english,inwards,4,55
eng_24_P18,english,outwards,17,56
eng_24_P18,english,inwards,18,57
eng_24_P18,english,outwards,20,58
eng_24_P18,english,inwards,8,59
eng_24_P18,english,outwards,7,60
eng_24_P18,english,inwards,13,61
eng_24_P18,english,outwards,14,62
eng_24_P18,english,inwards,16,63
eng_24_P18,english,outwards,27,64
eng_24_P18,english,inwards,29,65
eng_24_P18,english,outwards,6,66
eng_24_P18,english,inwards,7,67
eng_24_P18,english,outwards,8,68
eng_24_P18,english,inwards,14,69
eng_24_P18,english,outwards,20,70
eng_24_P18,english,inwards,28,71
eng_24_P18,english,outwards,30,72
eng_24_P18,english,inwards,1,73
eng_24_P18,english,outwards,3,74
eng_24_P18,english,inwards,13,75
eng_24_P18,english,outwards,17,76
eng_24_P18,english,inwards,8,77
eng_24_P18,english,outwards,7,78
eng_24_P18,english,inwards,3,79
eng_24_P18,english,outwards,5,80
eng_24_P19,english,inwards,1,1
eng_24_P19,english,outwards,5,2
eng_24_P19,english,inwards,6,3
eng_24_P19,english,outwards,9,4
eng_24_P19,english,inwards,11,5
eng_24_P19,english,outwards,10,6
eng_24_P19,english,inwards,16,7
eng_24_P19,english,outwards,14,8
eng_24_P19,english,inwards,11,9
eng_24_P19,english,outwards,24,10
eng_24_P19,english,inwards,26,11
eng_24_P19,english,outwards,29,12
eng_24_P19,english,inwards,30,13
eng_24_P19,english,outwards,24,14
eng_24_P19,english,inwards,22,15
eng_24_P19,english,outwards,9,16
eng_24_P19,english,inwards,3,17
eng_24_P19,english,outwards,4,18
eng_24_P19,english,inwards,2,19
eng_24_P19,english,outwards,15,20
eng_24_P19,english,inwards,18,21
eng_24_P19,english,outwards,17,22
eng_24_P19,english,inwards,22,23
eng_24_P19,english,outwards,26,24
eng_24_P19,english,inwards,21,25
eng_24_P19,english,outwards,19,26
eng_24_P19,english,inwards,30,27
eng_24_P19,english,outwards,1,28
eng_24_P19,english,inwards,3,29
eng_24_P19,english,outwards,9,30
eng_24_P19,english,inwards,22,31
eng_24_P19,english,outwards,23,32
eng_24_P19,english,inwards,16,33
eng_24_P19,english,outwards,14,34
eng_24_P19,english,inwards,12,35
eng_24_P19,english,outwards,18,36
eng_24_P19,english,inwards,14,37
eng_24_P19,english,outwards,1,38
eng_24_P19,english,inwards,3,39
eng_24_P19,english,outwards,8,40
eng_24_P19,english,inwards,27,41
eng_24_P19,english,outwards,16,42
eng_24_P19,english,inwards,12,43
eng_24_P19,english,outwards,10,44
eng_24_P19,english,inwards,4,45
eng_24_P19,english,outwards,8,46
eng_24_P19,english,inwards,3,47
eng_24_P19,english,outwards,13,48
eng_24_P19,english,inwards,23,49
eng_24_P19,english,outwards,29,50
eng_24_P19,english,inwards,27,51
eng_24_P19,english,outwards,17,52
eng_24_P19,english,inwards,11,53
eng_24_P19,english,outwards,3,54
eng_24_P19,english,inwards,2,55
eng_24_P19,english,outwards,1,56
eng_24_P19,english,inwards,4,57
eng_24_P19,english,outwards,26,58
eng_24_P19,english,inwards,29,59
eng_24_P19,english,outwards,15,60
eng_24_P19,english,inwards,12,61
eng_24_P19,english,outwards,24,62
eng_24_P19,english,inwards,22,63
eng_24_P19,english,outwards,23,64
eng_24_P19,english,inwards,19,65
eng_24_P19,english,outwards,16,66
eng_24_P19,english,inwards,3,67
eng_24_P19,english,outwards,5,68
eng_24_P19,english,inwards,6,69
eng_24_P19,english,outwards,7,70
eng_24_P19,english,inwards,8,71
eng_24_P19,english,outwards,21,72
eng_24_P19,english,inwards,16,73
eng_24_P19,english,outwards,15,74
eng_24_P19,english,inwards,12,75
eng_24_P19,english,outwards,26,76
eng_24_P19,english,inwards,17,77
eng_24_P19,english,outwards,19,78
eng_24_P19,english,inwards,4,79
eng_24_P19,english,outwards,5,80
eng_24_P20,english,inwards,4,1
eng_24_P20,english,outwards,12,2
eng_24_P20,english,inwards,9,3
eng_24_P20,english,outwards,8,4
eng_24_P20,english,inwards,6,5
eng_24_P20,english,outwards,3,6
eng_24_P20,english,inwards,14,7
eng_24_P20,english,outwards,8,8
eng_24_P20,english,inwards,20,9
eng_24_P20,english,outwards,11,10
eng_24_P20,english,inwards,25,11
eng_24_P20,english,outwards,3,12
eng_24_P20,english,inwards,26,13
eng_24_P20,english,outwards,5,14
eng_24_P20,english,inwards,10,15
eng_24_P20,english,outwards,17,16
eng_24_P20,english,inwards,18,17
eng_24_P20,english,outwards,2,18
eng_24_P20,english,inwards,5,19
eng_24_P20,english,outwards,9,20
eng_24_P20,english,inwards,12,21
eng_24_P20,english,outwards,6,22
eng_24_P20,english,inwards,5,23
eng_24_P20,english,outwards,1,24
eng_24_P20,english,inwards,4,25
eng_24_P20,english,outwards,15,26
eng_24_P20,english,inwards,2,27
eng_24_P20,english,outwards,11,28
eng_24_P20,english,inwards,23,29
eng_24_P20,english,outwards,5,30
eng_24_P20,english,inwards,18,31
eng_24_P20,english,outwards,9,32
eng_24_P20,english,inwards,6,33
eng_24_P20,english,outwards,2,34
eng_24_P20,english,inwards,10,35
eng_24_P20,english,outwards,7,36
eng_24_P20,english,inwards,19,37
eng_24_P20,english,outwards,8,38
eng_24_P20,english,inwards,4,39
eng_24_P20,english,outwards,24,40
eng_24_P20,english,inwards,20,41
eng_24_P20,english,outwards,18,42
eng_24_P20,english,inwards,6,43
eng_24_P20,english,outwards,16,44
eng_24_P20,english,inwards,12,45
eng_24_P20,english,outwards,2,46
eng_24_P20,english,inwards,5,47
eng_24_P20,english,outwards,9,48
eng_24_P20,english,inwards,10,49
eng_24_P20,english,outwards,11,50
eng_24_P20,english,inwards,17,51
eng_24_P20,english,outwards,15,52
eng_24_P20,english,inwards,14,53
eng_24_P20,english,outwards,8,54
eng_24_P20,english,inwards,1,55
eng_24_P20,english,outwards,21,56
eng_24_P20,english,inwards,20,57
eng_24_P20,english,outwards,9,58
eng_24_P20,english,inwards,30,59
eng_24_P20,english,outwards,28,60
eng_24_P20,english,inwards,2,61
eng_24_P20,english,outwards,5,62
eng_24_P20,english,inwards,8,63
eng_24_P20,english,outwards,11,64
eng_24_P20,english,inwards,14,65
eng_24_P20,english,outwards,5,66
eng_24_P20,english,inwards,19,67
eng_24_P20,english,outwards,6,68
eng_24_P20,english,inwards,1,69
eng_24_P20,english,outwards,20,70
eng_24_P20,english,inwards,24,71
eng_24_P20,english,outwards,8,72
eng_24_P20,english,inwards,17,73
eng_24_P20,english,outwards,3,74
eng_24_P20,english,inwards,22,75
eng_24_P20,english,outwards,1,76
eng_24_P20,english,inwards,7,77
eng_24_P20,english,outwards,15,78
eng_24_P20,english,inwards,20,79
eng_24_P20,english,outwards,3,80
eng_24_P21,english,inwards,2,1
eng_24_P21,english,outwards,27,2
eng_24_P21,english,inwards,17,3
eng_24_P21,english,outwards,12,4
eng_24_P21,english,inwards,8,5
eng_24_P21,english,outwards,1,6
eng_24_P21,english,inwards,5,7
eng_24_P21,english,outwards,29,8
eng_24_P21,english,inwards,20,9
eng_24_P21,english,outwards,17,10
eng_24_P21,english,inwards,14,11
eng_24_P21,english,outwards,4,12
eng_24_P21,english,inwards,11,13
eng_24_P21,english,outwards,8,14
eng_24_P21,english,inwards,2,15
eng_24_P21,english,outwards,23,16
eng_24_P21,english,inwards,20,17
eng_24_P21,english,outwards,11,18
eng_24_P21,english,inwards,7,19
eng_24_P21,english,outwards,2,20
eng_24_P21,english,inwards,12,21
eng_24_P21,english,outwards,28,22
eng_24_P21,english,inwards,30,23
eng_24_P21,english,outwards,1,24
eng_24_P21,english,inwards,6,25
eng_24_P21,english,outwards,11,26
eng_24_P21,english,inwards,17,27
eng_24_P21,english,outwards,13,28
eng_24_P21,english,inwards,18,29
eng_24_P21,english,outwards,5,30
eng_24_P21,english,inwards,9,31
eng_24_P21,english,outwards,2,32
eng_24_P21,english,inwards,22,33
eng_24_P21,english,outwards,23,34
eng_24_P21,english,inwards,21,35
eng_24_P21,english,outwards,30,36
eng_24_P21,english,inwards,28,37
eng_24_P21,english,outwards,4,38
eng_24_P21,english,inwards,7,39
eng_24_P21,english,outwards,1,40
eng_24_P21,english,inwards,9,41
eng_24_P21,english,outwards,19,42
eng_24_P21,english,inwards,22,43
eng_24_P21,english,outwards,28,44
eng_24_P21,english,inwards,7,45
eng_24_P21,english,outwards,4,46
eng_24_P21,english,inwards,11,47
eng_24_P21,english,outwards,16,48
eng_24_P21,english,inwards,14,49
eng_24_P21,english,outwards,21,50
eng_24_P21,english,inwards,30,51
eng_24_P21,english,outwards,1,52
eng_24_P21,english,inwards,17,53
eng_24_P21,english,outwards,14,54
eng_24_P21,english,inwards,23,55
eng_24_P21,english,outwards,28,56
eng_24_P21,english,inwards,6,57
eng_24_P21,english,outwards,4,58
eng_24_P21,english,inwards,1,59
eng_24_P21,english,outwards,7,60
eng_24_P21,english,inwards,25,61
eng_24_P21,english,outwards,22,62
eng_24_P21,english,inwards,3,63
eng_24_P21,english,outwards,4,64
eng_24_P21,english,inwards,2,65
eng_24_P21,english,outwards,30,66
eng_24_P21,english,inwards,17,67
eng_24_P21,english,outwards,16,68
eng_24_P21,english,inwards,12,69
eng_24_P21,english,outwards,28,70
eng_24_P21,english,inwards,21,71
eng_24_P21,english,outwards,1,72
eng_24_P21,english,inwards,10,73
eng_24_P21,english,outwards,13,74
eng_24_P21,english,inwards,16,75
eng_24_P21,english,outwards,2,76
eng_24_P21,english,inwards,4,77
eng_24_P21,english,outwards,9,78
eng_24_P21,english,inwards,29,79
eng_24_P21,english,outwards,27,80
eng_24_P22,english,inwards,4,1
eng_24_P22,english,outwards,9,2
eng_24_P22,english,inwards,3,3
eng_24_P22,english,outwards,7,4
eng_24_P22,english,inwards,14,5
eng_24_P22,english,outwards,1,6
eng_24_P22,english,inwards,2,7
eng_24_P22,english,outwards,19,8
eng_24_P22,english,inwards,11,9
eng_24_P22,english,outwards,6,10
eng_24_P22,english,inwards,4,11
eng_24_P22,english,outwards,15,12
eng_24_P22,english,inwards,2,13
eng_24_P22,english,outwards,17,14
eng_24_P22,english,inwards,12,15
eng_24_P22,english,outwards,7,16
eng_24_P22,english,inwards,5,17
eng_24_P22,english,outwards,16,18
eng_24_P22,english,inwards,14,19
eng_24_P22,english,outwards,3,20
eng_24_P22,english,inwards,2,21
eng_24_P22,english,outwards,7,22
eng_24_P22,english,inwards,6,23
eng_24_P22,english,outwards,15,24
eng_24_P22,english,inwards,12,25
eng_24_P22,english,outwards,1,26
eng_24_P22,english,inwards,7,27
eng_24_P22,english,outwards,19,28
eng_24_P22,english,inwards,17,29
eng_24_P22,english,outwards,3,30
eng_24_P22,english,inwards,2,31
eng_24_P22,english,outwards,8,32
eng_24_P22,english,inwards,4,33
eng_24_P22,english,outwards,17,34
eng_24_P22,english,inwards,20,35
eng_24_P22,english,outwards,3,36
eng_24_P22,english,inwards,8,37
eng_24_P22,english,outwards,9,38
eng_24_P22,english,inwards,14,39
eng_24_P22,english,outwards,3,40
eng_24_P22,english,inwards,1,41
eng_24_P22,english,outwards,20,42
eng_24_P22,english,inwards,19,43
eng_24_P22,english,outwards,11,44
eng_24_P22,english,inwards,7,45
eng_24_P22,english,outwards,4,46
eng_24_P22,english,inwards,9,47
eng_24_P22,english,outwards,18,48
eng_24_P22,english,inwards,30,49
eng_24_P22,english,outwards,12,50
eng_24_P22,english,inwards,1,51
eng_24_P22,english,outwards,9,52
eng_24_P22,english,inwards,3,53
eng_24_P22,english,outwards,14,54
eng_24_P22,english,inwards,17,55
eng_24_P22,english,outwards,18,56
eng_24_P22,english,inwards,11,57
eng_24_P22,english,outwards,2,58
eng_24_P22,english,inwards,1,59
eng_24_P22,english,outwards,20,60
eng_24_P22,english,inwards,19,61
eng_24_P22,english,outwards,5,62
eng_24_P22,english,inwards,7,63
eng_24_P22,english,outwards,30,64
eng_24_P22,english,inwards,12,65
eng_24_P22,english,outwards,11,66
eng_24_P22,english,inwards,6,67
eng_24_P22,english,outwards,8,68
eng_24_P22,english,inwards,14,69
eng_24_P22,english,outwards,13,70
eng_24_P22,english,inwards,11,71
eng_24_P22,english,outwards,4,72
eng_24_P22,english,inwards,6,73
eng_24_P22,english,outwards,3,74
eng_24_P22,english,inwards,2,75
eng_24_P22,english,outwards,1,76
eng_24_P22,english,inwards,14,77
eng_24_P22,english,outwards,19,78
eng_24_P22,english,inwards,18,79
eng_24_P22,english,outwards,17,80
eng_24_P23,english,inwards,14,1
eng_24_P23,english,outwards,18,2
eng_24_P23,english,inwards,11,3
eng_24_P23,english,outwards,10,4
eng_24_P23,english,inwards,20,5
eng_24_P23,english,outwards,23,6
eng_24_P23,english,inwards,26,7
eng_24_P23,english,outwards,27,8
eng_24_P23,english,inwards,15,9
eng_24_P23,english,outwards,18,10
eng_24_P23,english,inwards,19,11
eng_24_P23,english,outwards,9,12
eng_24_P23,english,inwards,4,13
eng_24_P23,english,outwards,7,14
eng_24_P23,english,inwards,5,15
eng_24_P23,english,outwards,13,16
eng_24_P23,english,inwards,16,17
eng_24_P23,english,outwards,23,18
eng_24_P23,english,inwards,25,19
eng_24_P23,english,outwards,28,20
eng_24_P23,english,inwards,17,21
eng_24_P23,english,outwards,2,22
eng_24_P23,english,inwards,1,23
eng_24_P23,english,outwards,6,24
eng_24_P23,english,inwards,15,25
eng_24_P23,english,outwards,14,26
eng_24_P23,english,inwards,17,27
eng_24_P23,english,outwards,20,28
eng_24_P23,english,outwards,30,30
eng_24_P23,english,inwards,5,31
eng_24_P23,english,outwards,12,32
eng_24_P23,english,inwards,15,33
eng_24_P23,english,outwards,19,34
eng_24_P23,english,inwards,11,35
eng_24_P23,english,outwards,6,36
eng_24_P23,english,inwards,5,37
eng_24_P23,english,outwards,7,38
eng_24_P23,english,inwards,11,39
eng_24_P23,english,outwards,16,40
eng_24_P23,english,inwards,17,41
eng_24_P23,english,outwards,22,42
eng_24_P23,english,inwards,26,43
eng_24_P23,english,outwards,15,44
eng_24_P23,english,inwards,27,45
eng_24_P23,english,outwards,28,46
eng_24_P23,english,inwards,29,47
eng_24_P23,english,outwards,3,48
eng_24_P23,english,inwards,30,49
eng_24_P23,english,outwards,16,50
eng_24_P23,english,inwards,17,51
eng_24_P23,english,outwards,18,52
eng_24_P23,english,inwards,19,53
eng_24_P23,english,outwards,12,54
eng_24_P23,english,inwards,21,55
eng_24_P23,english,outwards,22,56
eng_24_P23,english,inwards,24,57
eng_24_P23,english,outwards,28,58
eng_24_P23,english,inwards,18,59
eng_24_P23,english,outwards,19,60
eng_24_P23,english,inwards,12,61
eng_24_P23,english,outwards,11,62
eng_24_P23,english,inwards,10,63
eng_24_P23,english,outwards,1,64
eng_24_P23,english,inwards,3,65
eng_24_P23,english,outwards,7,66
eng_24_P23,english,inwards,8,67
eng_24_P23,english,outwards,15,68
eng_24_P23,english,inwards,12,69
eng_24_P23,english,outwards,21,70
eng_24_P23,english,inwards,18,71
eng_24_P23,english,outwards,19,72
eng_24_P23,english,inwards,23,73
eng_24_P23,english,outwards,27,74
eng_24_P23,english,inwards,24,75
eng_24_P23,english,outwards,16,76
eng_24_P23,english,inwards,13,77
eng_24_P23,english,outwards,15,78
eng_24_P23,english,inwards,17,79
eng_24_P23,english,outwards,8,80
eng_24_P24,english,inwards,3,1
eng_24_P24,english,outwards,12,2
eng_24_P24,english,inwards,14,3
eng_24_P24,english,outwards,24,4
eng_24_P24,english,inwards,30,5
eng_24_P24,english,outwards,2,6
eng_24_P24,english,inwards,5,7
eng_24_P24,english,outwards,8,8
eng_24_P24,english,inwards,11,9
eng_24_P24,english,outwards,23,10
eng_24_P24,english,inwards,15,11
eng_24_P24,english,outwards,4,12
eng_24_P24,english,inwards,7,13
eng_24_P24,english,outwards,12,14
eng_24_P24,english,inwards,15,15
eng_24_P24,english,outwards,18,16
eng_24_P24,english,inwards,29,17
eng_24_P24,english,outwards,16,18
eng_24_P24,english,inwards,14,19
eng_24_P24,english,outwards,15,20
eng_24_P24,english,inwards,23,21
eng_24_P24,english,outwards,26,22
eng_24_P24,english,inwards,1,23
eng_24_P24,english,outwards,30,24
eng_24_P24,english,inwards,26,25
eng_24_P24,english,outwards,14,26
eng_24_P24,english,inwards,9,27
eng_24_P24,english,outwards,12,28
eng_24_P24,english,inwards,15,29
eng_24_P24,english,outwards,19,30
eng_24_P24,english,inwards,16,31
eng_24_P24,english,outwards,6,32
eng_24_P24,english,inwards,11,33
eng_24_P24,english,outwards,12,34
eng_24_P24,english,inwards,19,35
eng_24_P24,english,outwards,23,36
eng_24_P24,english,inwards,15,37
eng_24_P24,english,outwards,28,38
eng_24_P24,english,inwards,27,39
eng_24_P24,english,outwards,5,40
eng_24_P24,english,inwards,11,41
eng_24_P24,english,outwards,19,42
eng_24_P24,english,inwards,12,43
eng_24_P24,english,outwards,27,44
eng_24_P24,english,inwards,15,45
eng_24_P24,english,outwards,11,46
eng_24_P24,english,inwards,17,47
eng_24_P24,english,outwards,3,48
eng_24_P24,english,inwards,4,49
eng_24_P24,english,outwards,12,50
eng_24_P24,english,inwards,17,51
eng_24_P24,english,outwards,11,52
eng_24_P24,english,inwards,27,53
eng_24_P24,english,outwards,14,54
eng_24_P24,english,inwards,13,55
eng_24_P24,english,outwards,2,56
eng_24_P24,english,inwards,12,57
eng_24_P24,english,outwards,17,58
eng_24_P24,english,inwards,16,59
eng_24_P24,english,outwards,1,60
eng_24_P24,english,inwards,30,61
eng_24_P24,english,outwards,27,62
eng_24_P24,english,inwards,15,63
eng_24_P24,english,outwards,3,64
eng_24_P24,english,inwards,16,65
eng_24_P24,english,outwards,27,66
